,Animal,GENDER,Genotype (I.D.),PCA,Pain Score,Paw Height (mm),Paw Velocity (mm/s),Stimulus,TIME,TiME,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Zscore Height,Zscore Pain,Zscore Velocity,file,pca1,Paw Velocity (mm/s)_scaled,Paw Height (mm)_scaled,Pain Score_scaled,used for training,p_pain
18,4.0,,CD1,,1.0,3.8,711.9,dynamic brush,,,,,,,,,,,,,,,,CD1 female.csv,-1.2481520407143856,-0.6827998385842137,-1.2840342271310479,-0.1973855084879307,,0.0611538001984254
19,5.0,,CD1,,0.0,7.39,1423.8,dynamic brush,,,,,,,,,,,,,,,,CD1 female.csv,-0.7981977061755917,0.17406939116738493,-0.7382835759263521,-0.8553372034476996,,0.19564301925742494
20,1.0,,CD1,,0.0,3.03,334.38,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-1.9589816387871128,-1.1371969050483568,-1.4010893807320548,-0.8553372034476996,,0.13980479450962527
21,2.0,,CD1,,0.0,3.19,536.89,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-1.7992350983876721,-0.8934483621111518,-1.3767662319318457,-0.8553372034476996,,0.09930227281309652
22,3.0,,CD1,,0.0,9.42,1458.63,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-0.5982364342503989,0.21599207029682488,-0.4296836255236969,-0.8553372034476996,,0.41916436084298947
23,4.0,,CD1,,0.0,4.88,623.21,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-1.5914472932639387,-0.7895504102749978,-1.1198529727296351,-0.8553372034476996,,0.06925013827850789
24,5.0,,CD1,,0.0,6.36,514.36,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-1.542422330656698,-0.9205663052861813,-0.8948638463276992,-0.8553372034476996,,0.0651488158985056
25,6.0,,CD1,,2.0,15.8,1491.93,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,0.7201079120785422,0.2560731847099843,0.5402019328846481,0.4605661864718382,,0.967591719912225
26,7.0,,CD1,,1.0,8.52,1394.54,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-0.34955711188025723,0.13885097051486103,-0.5665013375248741,-0.1973855084879307,,0.7612667490289404
27,8.0,,CD1,,1.0,13.59,962.07,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-0.2245611898295624,-0.3816859529163425,0.20423844008175734,-0.1973855084879307,,0.8645455462490833
28,9.0,,CD1,,1.0,11.96,1051.82,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-0.30027344781553766,-0.27365952593192633,-0.043553638320374496,-0.1973855084879307,,0.8087458455612592
29,10.0,,CD1,,2.0,13.67,1242.86,light pinprick,,,,,,,,,,,,,,,,CD1 female.csv,0.357113549144113,-0.04371670018147629,0.216400014481862,0.4605661864718382,,0.971421552640072
30,1.0,,CD1,,4.0,10.0,1851.37,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,1.2243873198630928,0.6887084929582137,-0.3415122111229382,1.7764695763913763,1.0,0.9540656747909875
31,2.0,,CD1,,4.0,7.98,1894.42,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,1.0814215966045098,0.7405250687986498,-0.6485919647255802,1.7764695763913763,1.0,0.9568858483648182
32,3.0,,CD1,,2.0,20.66,2618.17,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,1.9504990107686493,1.6116573978233997,1.2790175776910047,0.4605661864718382,1.0,0.9576222792888937
33,4.0,,CD1,,3.0,24.54,1747.73,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,2.029710286876698,0.563963547078939,1.8688539360960794,1.1185178814316072,1.0,0.9584671000482016
34,5.0,,CD1,,1.0,15.21,1163.06,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,0.05984868494083141,-0.13976693832472328,0.4505103216838764,-0.1973855084879307,1.0,0.9540081285026076
35,6.0,,CD1,,2.0,26.46,3066.74,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,2.773408590387103,2.1515728780729773,2.1607317216985913,0.4605661864718382,1.0,0.9540081312074253
36,7.0,,CD1,,2.0,9.56,2727.03,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,1.0728505846762173,1.742685329205278,-0.4084008703235137,0.4605661864718382,1.0,0.9570998094035381
37,8.0,,CD1,,4.0,21.51,1262.28,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,1.7912124144650947,-0.020342068292480493,1.4082343056921167,1.7764695763913763,1.0,0.9557138973156036
38,9.0,,CD1,,1.0,15.81,809.48,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,-0.143322233594779,-0.5653489333458922,0.5417221296846612,-0.1973855084879307,1.0,0.9051531991686388
39,10.0,,CD1,,3.0,17.91,2005.71,heavy pinprick,,,,,,,,,,,,,,,,CD1 female.csv,1.644573280217321,0.8744778382593259,0.8609634576874078,1.1185178814316072,1.0,0.9540370046907849
0,1.0,,C57,,0.0,3.95,50.6,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-2.0842786586693944,-1.4787650326209214,-1.2612312751308512,-0.8553372034476996,,0.1845881124378645
1,2.0,,C57,,0.0,4.96,165.3,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.9146078217170974,-1.340707860753372,-1.1076913983295305,-0.8553372034476996,,0.12678634023523344
2,3.0,,C57,,0.0,9.55,380.55,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.364095007565383,-1.0816249815511925,-0.4099210671235267,-0.8553372034476996,,0.06100662099556216
3,4.0,,C57,,0.0,7.38,580.0,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.407251497157463,-0.841559568046548,-0.7398037727263651,-0.8553372034476996,,0.06151407516565873
4,5.0,,C57,,0.0,5.43,258.67,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.806824750278583,-1.228324267577495,-1.0362421487289157,-0.8553372034476996,,0.1008462169532933
5,6.0,,C57,,1.0,6.53,931.32,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-0.854846997149619,-0.41869779280236813,-0.8690205007274768,-0.1973855084879307,,0.15755229740551444
6,7.0,,C57,,0.0,5.76,442.89,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.6456180769112772,-1.0065902466407912,-0.9860756543284841,-0.8553372034476996,,0.07500586103076082
7,8.0,,C57,,0.0,5.5,30.56,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.9652118698106666,-1.502885919492985,-1.0256007711288242,-0.8553372034476996,,0.14174844017255378
8,9.0,,C57,,0.0,6.59,959.5,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.2017639007707928,-0.38477930018486567,-0.8598993199273984,-0.8553372034476996,,0.06415829224271054
9,10.0,,C57,,0.0,5.35,134.8,cotton swab,,,,,,,,,,,,,,,,C57 male.csv,-1.9029984136655287,-1.3774187913720315,-1.0484037231290204,-0.8553372034476996,,0.12361423462572697
10,1.0,,C57,,0.0,7.17,1092.51,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-1.0559342047751878,-0.22468353357542598,-0.7717279055266398,-0.8553372034476996,,0.08376629468567304
11,2.0,,C57,,1.0,10.04,886.99,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-0.5844608654812703,-0.47205502409171834,-0.33543142392288605,-0.1973855084879307,,0.43888255576428825
12,3.0,,C57,,0.5,10.01,941.47,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-0.7339752708277227,-0.406480876547306,-0.3399920143229252,-0.5263613559678152,,0.2519007231320673
13,4.0,,C57,,0.0,7.59,593.57,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-1.379381929140202,-0.8252262130139181,-0.7078796399260905,-0.8553372034476996,,0.06109341439435797
14,5.0,,C57,,0.0,8.82,852.58,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-1.0867456534223745,-0.5134721756519831,-0.5208954335244816,-0.8553372034476996,,0.07802738072657259
15,6.0,,C57,,1.0,11.41,588.51,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-0.6815920111433434,-0.8313166165854072,-0.127164462321094,-0.1973855084879307,,0.308989239572625
16,7.0,,C57,,0.0,11.71,1084.28,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-0.6708076576078856,-0.23458946665711675,-0.08155855832070148,-0.8553372034476996,,0.32197834815463044
17,8.0,,C57,,0.0,3.78,291.49,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-1.925293621463642,-1.1888208989576783,-1.287074620731074,-0.8553372034476996,,0.1297908006283986
18,9.0,,C57,,0.0,8.1,850.59,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,-1.1501980975077228,-0.5158674134202169,-0.6303496031254234,-0.8553372034476996,,0.06909524271729033
19,10.0,,C57,,0.0,22.76,3513.53,dynamic brush,,,,,,,,,,,,,,,,C57 male.csv,2.0319476618764187,2.6893458843389095,1.5982589056937517,-0.8553372034476996,,0.9584892668871734
20,1.0,,C57,,0.5,7.54,408.52,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-1.330870399400656,-1.0479592527182775,-0.7154806239261559,-0.5263613559678152,,0.06118047442206019
21,2.0,,C57,,1.0,10.22,683.34,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-0.715742769635219,-0.7171757132881126,-0.3080678815226504,-0.1973855084879307,,0.27062038349157735
22,3.0,,C57,,2.0,19.48,1723.51,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,1.2040070476270572,0.5348114572565149,1.0996343552894614,0.4605661864718382,,0.9543744797093334
23,4.0,,C57,,2.0,13.66,1633.04,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,0.6374853246080668,0.4259184115820843,0.21487981768184894,0.4605661864718382,,0.9696364169991175
24,5.0,,C57,,1.0,9.43,1464.9,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-0.22045919337431374,0.22353887472236572,-0.42816342872368385,-0.1973855084879307,,0.8670297786870461
25,6.0,,C57,,3.0,6.6,897.32,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-0.12853070865688312,-0.4596214531641526,-0.8583791231273854,1.1185178814316072,,0.9108398072436181
26,7.0,,C57,,0.0,8.68,1081.9,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-0.9335159296879191,-0.23745412288244153,-0.5421781887246648,-0.8553372034476996,,0.11931011962210904
27,8.0,,C57,,0.0,8.52,1550.22,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-0.6097430023983755,0.32623318948905533,-0.5665013375248741,-0.8553372034476996,,0.4031032479876389
28,9.0,,C57,,1.0,8.45,1627.7,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,-0.1875300637346212,0.41949098963114534,-0.5771427151249657,-0.1973855084879307,,0.8852000149887014
29,10.0,,C57,,2.0,6.4,2239.27,light pinprick,,,,,,,,,,,,,,,,C57 male.csv,0.44909340271420384,1.1555993122033958,-0.8887830591276469,0.4605661864718382,,0.9719798492413395
30,1.0,,C57,,2.0,21.34,1515.79,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,1.214500467859828,0.2847919651874012,1.3823909600918942,0.4605661864718382,,0.9542114268437766
31,2.0,,C57,,1.33,21.75,1687.84,heavy pinprick,,,,,,,,,,,,,,,,C57 male.csv,1.1243204507230937,0.4918777229887251,1.4447190288924303,0.019738550848793085,,0.9558856690437759
